Date,Carbohydrates,Fiber,Protein,Fat,Item Description,Unit Price
6/7/2023,174,0,11.6,46.4,WINGO CHOC SWEET HEART 580G, RM9.79 
6/7/2023,104.4,0,12.6,5.4,WINGO STICK CHOC WITH DURIAN 40PCS, RM6.60 
7/7/2023,131.4,0,27.45,0,JOMEI XL SOUR FRUIT POWDER 30PCS, RM7.80 
7/7/2023,1602,0,40,8,SSYP HONG MEI LI 2KG, RM24.35 
7/7/2023,1602,0,40,8,SSYP XIANG XI MEI TIAO 2KG, RM29.50 
11/7/2023,789.03,0,71.28,7.92,3D BURSTING BALL DINOSAURS EGG 30PCS, RM9.00 
11/7/2023,1052.04,0,285.12,31.68,3D BURSTING BALL EARTH 30PCS, RM9.00 
11/7/2023,789.03,0,71.28,7.92,3D BURSTING BALL EYEBALL 30PCS, RM9.00 
11/7/2023,3682.14,0,332.64,36.96,3D BURSTING BALL FACABOOK/UNICORN 30PCS, RM9.00 
11/7/2023,526.02,0,47.52,5.28,3D BURSTING BALL FRIED EGGS 30PCS, RM9.00 
11/7/2023,526.02,0,47.52,5.28,3D BURSTING BALL WATERMELON 30PCS, RM9.00 
11/7/2023,813.24,0,0,0,ALIBABA DRINK POP CANDY 24PCS, RM7.10 
11/7/2023,416.75,0,16.67,0,DAQIAN MARSHMALLOW 500G, RM7.10 
11/7/2023,12,0,0,0,GLINTER SPARKLING GREEN APPLE 350ML, RM1.90 
11/7/2023,180,0,0,0,MIX CC STICK CANDY 30PCS, RM9.00 
11/7/2023,280,0,0,20,RAINBOW SPARY 20PCS, RM6.00 
11/7/2023,486.45,0,0,0,SQUID GAME OF SUGAR CANDY 30PCS, RM8.80 
11/7/2023,972,0,81,256.5,UPIN GUMMY 15G, RM0.30 
11/7/2023,120,0,0,0,V-KA FRUIT CANDY LIME / GRAPE MINT FLAVOR 24PCS, RM7.10 
12/7/2023,62.8,0,6.4,0,RIBENA B'CURRANT PASTILLES 40G, RM2.89 
15/7/2023,400,0,88,48,FARM FRESH YOGURT MANGO TANGO 125ML, RM1.15 
15/7/2023,400,0,88,48,FARM FRESH YOGURT STRAW BERRIES 125ML, RM1.15 
17/7/2023,301,0,10,50,MARIGOLD K&T SWEET CREAMER 500G, RM2.90 
17/7/2023,536,0,10,1,KIMBALL SOS LADA HITAM 1KG, RM6.85 
17/7/2023,382.5,0,170,0,CAP LANG JAGUNG MANIS 425G, RM3.00 
17/7/2023,612.32,0,130.72,6.88,KIMBALL PATI TOMATO 430G, RM5.20 
17/7/2023,693,207,228,201,ADABI KARI AYAM & DAGING 250G, RM5.30 
17/7/2023,1303.5,0,288.75,167.75,ADABI KARI IKAN 250G, RM5.30 
17/7/2023,1890,85,237.5,27.5,BABA'S TEPUNG MURUKKU 500G, RM5.20 
17/7/2023,84.15,0,0.45,0,BESBITE/HOGOMAS MILK ICE TUBE 450ML, RM2.00 
17/7/2023,585.8,0,15.15,101,DAIRY CHAMP KRIMER MANIS 505G, RM2.85 
17/7/2023,84.24,0,29.64,65.52,MARIGOLD KRIMER SEJAT 390G, RM2.96 
17/7/2023,1027,0,39,0,POWER ROOT 250ML, RM2.40 
17/7/2023,420,0,96,540,PREGO CHEESE & HERB 300G (TIN), RM4.62 
17/7/2023,74.4,0,14.4,16.8,PREGO MUSHROOM 300G (TIN), RM4.74 
18/7/2023,17.2,1.2,7.2,3.6,ORIGINA DAIRY TAMAR MILK 200ML, RM2.70 
18/7/2023,1600,0,0,0,RICO JELLY CUP 100PCS, RM5.43 
18/7/2023,800,0,0,0,RICO PUDDING CUP 100PCS, RM5.47 
18/7/2023,93,0,0,0,SUMMER FRESH COLA BLUE 10PCS, RM3.13 
18/7/2023,93,0,0,0,SUMMER FRESH LIBINA 10PCS, RM3.13 
18/7/2023,60,0,0,0,SUNQUICK EPAL 125ML, RM15.00 
19/7/2023,226.8,0,29.4,105,ORIENTAL SUPER RING 30PCS, RM8.80 
19/7/2023,564,0,57,246,SNEKKU SHOYUEMI ORI 30PCS, RM9.20 
20/7/2023,61.2,1.7,5.1,0,KELLOGG'S SCHOOL PACK 170GX6PCS, RM7.38 
20/7/2023,1122,66,66,330,MCCAIN ORIGINAL FRIES CRINKLE CUT 600G, RM8.25 
20/7/2023,2992,176,176,616,MCCAIN ORIGINAL FRIES STRAIGHT CUT 600G, RM8.25 
21/7/2023,7720,0,710,290,JATI BERAS JELAPANG 10KG, RM30.99 
21/7/2023,1121.4,0,210.6,331.2,MAMEE MONSTER LADA HITAM 8PCS, RM2.90 
21/7/2023,260.4,8.4,29.4,92.4,ORIENTAL ROTA 30PCS, RM8.80 
21/7/2023,4784,0,4.8,0,SQUID GAME MARSHMALLOW 80PCS, RM6.60 
21/7/2023,35,0,0,0,SUPER KONJAC JELLY 40PCS, RM12.00 
24/7/2023,900,0,0,0,ALIBABA FRUIT JELLY 100PCS, RM5.04 
24/7/2023,54,4.5,0,0,DOLPHIN KONJAC JELLY PEACH 15PCS, RM4.40 
24/7/2023,170,76,232,504,THUMBS C/PEANUT GARLIC 55G, RM1.76 
24/7/2023,153,68.4,208.8,453.6,THUMBS C/PEANUT SEAWEED 55G, RM1.76 
24/7/2023,161.5,72.2,220.4,478.8,THUMBS C/PEANUT TERIYAKI 55G, RM1.76 
27/7/2023,832,0,0,0,NUTRIFRES SEA C/NUT LONGAN 1LIT, RM8.55 
27/7/2023,83.2,0,3.2,0,SANWA RAINBOW SOUR BELT 40PCS, RM7.40 
27/7/2023,106,0,36,46,SCH KACANG MASIN 200G, RM2.78 
27/7/2023,3428,80,200,124,VFOODS BIS ICE GEM 4KG, RM44.00 
28/7/2023,1981.35,153,76.5,30.6,SOHO BREAD CRUMB (ORANGE) 850G+-, RM6.90 
28/7/2023,6604.5,510,255,102,SOHO BREAD CRUMB (WHITE) 850G+-, RM6.90 
28/7/2023,103.8,0,38.4,19.6,SOHO NACHO CHEESE POWDER ORIGINAL 100G, RM5.60 
28/7/2023,19.65,11.25,223.7,185.95,SOHO ROMANO CHEESE POWDER HOT&SPICY 100G, RM5.60 
31/7/2023,540,0,72,144,ARNOTT'S GOOD TIME MINI DOUBLE CHOC 12PCS, RM11.00 
1/8/2023,322.56,0,0,0.72,ALIBABA MISAKI POWDER CANDY 60CUPS, RM4.60 
1/8/2023,760,0,40,280,CHOCO BALL EARTH / GOLD / MIX COLOUR 100PCS, RM7.00 
1/8/2023,597,0,0,3,POACHED EGG SHAPE PUDDING JELLY 30PCS, RM9.00 
3/8/2023,3204,0,80,16,WQX PAI XIANG SHI MEI 2KG, RM26.00 
3/8/2023,1602,0,40,8,WQX QING REN MEI 2KG, RM28.00 
4/8/2023,125.46,0,1.36,0.34,KIMBALL SOS CILI 340G, RM2.67 
4/8/2023,160.65,0,8.925,22.95,KIMBALL SUP TOMATO 425G, RM3.75 
4/8/2023,7908.3,0,204.525,1363.5,DAIRY CHAMP KRIMER MANIS 505G, RM2.85 
4/8/2023,124.16,0,3.395,0,KIMBALL SOS TOMATO 485G, RM4.10 
4/8/2023,252.72,0,88.92,196.56,MARIGOLD KRIMER SEJAT 390G, RM3.06 
8/8/2023,440,20,40,180,GOLD COIN CHOCOLATE 100PCS, RM7.00 
8/8/2023,186,0,12,18,MARSHMALLOW CHOCOLATE 30PCS, RM8.80 
8/8/2023,9600,0,0,192,SOUR COOL CHEWY STICK 30PCS, RM8.80 
8/8/2023,93,0,0,0,SUMMER FRESH COLA 10PCS, RM3.13 
8/8/2023,93,0,0,0,SUMMER FRESH COLA BLUE 10PCS, RM3.13 
8/8/2023,46.5,0,0,0,SUMMER FRESH YES! I/C POP STRAWBERRY 5PCS, RM1.90 
8/8/2023,232.5,0,0,0,SUMMER FRESH YES! I/C POP TROPICANA 5PCS, RM1.90 
8/8/2023,140,0,0,0,SUPER KONJAC JELLY 40PCS, RM12.00 
8/8/2023,234,0,0,0,V-KA MIX SOFT GUMMY CANDY 30PCS, RM8.50 
10/8/2023,326.4,0,5.52,0,ALI SOUR PLUM 12PCS,RM3.60
10/8/2023,420,0,11.5,0,JOMEI MARSHMALLOW 500G, RM7.00 
10/8/2023,3204,0,80,16,SSYP HUA HE WU YING ZHI 2KG, RM32.00 
10/8/2023,137,0,62.25,3.375,SUKAS K/DHALL 250G, RM4.90 
11/8/2023,263.01,0,23.76,2.64,3D BURSTING BALL MIX (RED) 30PCS, RM8.50 
11/8/2023,0.6,0,0,0,JAYER RAINBOW PUDDING JELLY 2PACKS, RM1.45 
11/8/2023,6681.6,0,691.2,3609.6,TWISTIES CHEESE 24PCS, RM7.50 
12/8/2023,32.096,0,5.134,0.544,ADABI NASI GORENG IKAN BILIS 17G, RM0.98 
12/8/2023,1248,0,34.125,0,KIMBALL SOS TOMATO 325G, RM2.88 
14/8/2023,336.6,0,12,12,ALIBABA MIX TOP LOLLIPOPS 50+4PCS, RM4.70 
14/8/2023,180.72,0,0,0,ICE CREAM FRUIT FLAVOR 24PCS, RM7.10 
14/8/2023,1084.32,0,0,0,ICE CREAM FRUIT FLAVOR 24PCS, RM0.30 
15/8/2023,32,0,24,4,ALIBABA DIDI CLUD STICK 10PCS, RM1.58 
15/8/2023,1800,0,0,0,ALIBABA FRUIT JELLY 100PCS, RM5.04 
15/8/2023,93,0,0,0,GAS CANISTERS SPRAY 30PCS, RM9.00 
15/8/2023,24,0,2,12.6,HEPIN CHOCOLATE GOOD! 40G, RM1.90 
15/8/2023,20,0,0,0,ICE BREAKERS MINTS 20PCS, RM13.00 
15/8/2023,34,0,0,0,YEO'S ICED LEMON TEA 300ML (TIN), RM1.11 
15/8/2023,25.5,0,0,0,YEO'S LYCHEE 250ML (KOTAK), RM0.75 
16/8/2023,5688,0,504,1512,APOLLO STRAW STICK WAFER A1042V 30PCS, RM5.80 
16/8/2023,4394.4,334.8,506.4,2704.8,APOLLO WAFFLE CHOC A1600 36PCS, RM10.20 
16/8/2023,3379.2,76.8,153.6,768,BIKA BIKO AYAM C/STICK 80PCS (2191), RM10.00 
16/8/2023,3379.2,76.8,153.6,768,BIKA BIKO BBQ C/STICK 80PCS (2184), RM10.00 
16/8/2023,1584,36,72,360,BIKA CHICKEN F/SNACK (G) 30PCS, RM8.60 
16/8/2023,3168,72,144,720,BIKA CHICKEN F/SNACK (R) 30PCS, RM8.60 
16/8/2023,2476.8,108,0,864,BIKA FIKA CHOCO PIE 30PCS, RM8.60 
16/8/2023,85.8,0,112.2,158.4,CAP RAMA RAMA KUACI 110G, RM21.50 
16/8/2023,2095.2,136.8,201.6,1180.8,DOUBLE DECKER MINI PRAWN 30PCS, RM8.70 
16/8/2023,2560,0,256,128,KOKO HARIMAU 40PCS, RM7.50 
16/8/2023,1507.44,121.44,150.48,726,MISTER POTATO HOT & SPICY 22GX20PCS (NEW), RM14.20 
16/8/2023,9000,0,0,90,RINDU ICE POP 90PCS, RM11.00 
16/8/2023,2787.84,0,483.84,2246.4,TC MURUKU IKAN PEDAS 24PCS, RM4.40 
16/8/2023,20000,0,0,0,TC MURUKU IKAN SOTONG 24PCS, RM4.40 
16/8/2023,4939.2,158.4,511.2,1562.4,WIN2 POTATO CRISP CURRY 30PCS, RM8.00 
16/8/2023,9878.4,316.8,1022.4,3124.8,WIN2 POTATO CRISP TOMATO 30PCS, RM8.00 
17/8/2023,200.625,148.875,61.125,66.375,BABA'S SERBUK KARI IKAN MASIN 125G, RM3.00 
17/8/2023,53.5,39.7,16.3,17.7,BABA'S SERBUK KARI IKAN MASIN 25G, RM0.90 
19/8/2023,224,0,32.5,88.5,MAGGI PEDAS GILER TOM YUMMZ 5PCS, RM8.50 
21/8/2023,1800,0,0,0,ALIBABA FRUIT JELLY 100PCS, RM5.04 
21/8/2023,124.16,0,3.395,0,KIMBALL SOS TOMATO 485G, RM4.10 
21/8/2023,563.64,0,51.24,194.04,ORI BISKUT BERKRIM KOPI PUTIH 420G, RM4.96 
21/8/2023,1690.92,0,153.72,582.12,ORI BISKUT BERKRIM STRAWBERI 420G, RM4.96 
21/8/2023,805.2,0,73.2,277.2,ORI SALTED SAVOURY CRACKER 400G, RM4.96 
21/8/2023,720,0,0,0,V-KA CUTE/FRUITY MARSHMALLOW 24PCS, RM7.10 
21/8/2023,450,30,150,180,V-SOY MULTI-GRAIN 1000ML, RM5.34 
21/8/2023,525,35,175,210,V-SOY MULTI-GRAIN NO SUGAR 1000ML, RM5.34 
21/8/2023,75,5,25,30,V-SOY NO SUGAR 200ML, RM4.95 
22/8/2023,4435.2,0,340.2,0,COLOR BAR MARSHMALLOW 30PCS, RM8.80 
22/8/2023,7440,0,240,0,LEISURE TIME LONG MARSHMALLOW 24PCS, RM7.68 
22/8/2023,1860,0,60,0,LEISURE TIME LONG MARSHMALLOW 24PCS, RM12.72 
22/8/2023,2600,0,104,0,PRINCESS MARSHMALLOW 30PCS, RM8.80 
22/8/2023,1416,0,24,0,YOYO MARSHMALLOW 30PCS, RM8.80 
23/8/2023,10.5,0,3.25,1.625,DUTCH LADY CHOCOLATE MILK 125ML, RM18.96 
23/8/2023,168,0,0,12,RICO AUTO-MAN PUDDING 24PCS, RM3.65 
23/8/2023,675,0,3,27,RICO GRAPE PUDDING 24PCS, RM3.65 
23/8/2023,6400,0,0,0,RICO JELLY CUP 100PCS, RM5.43 
23/8/2023,217.6,0,0,9.6,RICO LYCHEE PUDDING 24PCS, RM3.65 
23/8/2023,217.6,0,0,9.6,RICO ORANGE PUDDING 24PCS, RM3.65 
24/8/2023,12876,0,444,1332,HPG HAW FLAKES 12PCS, RM3.40 
24/8/2023,11580,0,1065,435,JATI BERAS JELAPANG 5KG, RM15.84 
24/8/2023,104.25,0,32.75,50.75,SCH MURUKU MIXER 250G, RM2.50 
24/8/2023,1918,0,871.5,47.25,SUKAS K/DHALL 250G, RM4.90 
24/8/2023,666,0,99,38.7,SUKAS POP CORN 900G, RM11.20 
24/8/2023,139.392,0,24.192,112.32,TA GE BOWL PP 32 100PCS+-, RM10.70 
24/8/2023,4285,100,250,155,VFOODS LATTE ROLLED FANCY STICK 5KG, RM52.50 
24/8/2023,1028.4,24,60,37.2,VFOODS SMALL TIN ICE GEM BISC 1.2KG, RM14.70 
25/8/2023,5260.2,0,475.2,52.8,3D BURSTING BALL EYEBALL 30PCS, RM8.50 
25/8/2023,1644.864,74.88,202.176,586.56,JULIE'S SUGAR CRACKERS 416G, RM3.30 
25/8/2023,1281.408,0,203.04,471.504,MAGGI PEDAS GILER CHEEZY BERAPI 94G (BOWL), RM4.25 
25/8/2023,226.8,0,29.4,105,ORIENTAL SUPER RING 30PCS, RM8.80 
28/8/2023,16.5,0,1.2,7.6,PREGO CHEESY ALFREDO 350G, RM7.15 
28/8/2023,25.6,5.12,0,0,DOLPHIN MIXED FRUIT JELLY W/NATA DE COCO 256G, RM1.50 
28/8/2023,8064,384,384,2304,MINI OREO ORIGINAL 8PCS, RM6.03 
28/8/2023,8.5,3.8,11.6,25.2,TEN2 MARSHMALLOWS FLOWER VANIILA 1KG, RM23.60 
1/9/2023,46.15,1.17,3.185,10.53,DOUBLE DECKER CHICKEN CRACKER 65G (NEW), RM1.65 
1/9/2023,153.84,10.32,34.56,28.8,DOUBLE DECKER GREEN PEAS CRACKER 80G (NEW), RM1.65 
1/9/2023,2562,0,204,774,TOKI TOMATO CORN STICK 30PCS, RM7.30 
4/9/2023,220.5,0,0,0,F&N SARSI 1.5LIT, RM35.30 
4/9/2023,73.5,0,0,0,F&N SARSI 1.5LIT, RM35.30 
4/9/2023,299,0,8.5,53,GOLD COIN KOPI&TARIK K/MANIS 500G, RM3.30 
4/9/2023,752.4,34.2,79.8,262.2,MUNCHY'S LEXUS CHOCO 190G, RM4.64 
5/9/2023,760,0,40,280,CHOCO BALL EARTH / GOLD / MIX COLOUR 100PCS, RM7.00 
5/9/2023,147,0,20.1,113.7,JnJ ROLLER COASTER BBQ 60G, RM16.72 
5/9/2023,35,0,0,0,SUPER KONJAC JELLY 40PCS, RM12.00 
7/9/2023,19.04,54.6,21,25.34,BABA'S REMPAH BRIYANI 70G, RM4.80 
7/9/2023,150,37.5,0,0,DESA ALPHA NATA DE COCO LYCHEE 1.5KG, RM4.90 
7/9/2023,150,37.5,0,0,DESA ALPHA NATA DE COCO STRAWBERRY 1.5KG, RM4.90 
7/9/2023,45,11.25,0,0,DESA APLHA NA DE COCO GRAPE 450G, RM2.30 
7/9/2023,90,22.5,0,0,DESA APLHA NA DE COCO MANGO 450G, RM2.30 
7/9/2023,2937.06,226.8,113.4,45.36,SOHO BREAD CRUMB (WHITE) 270G, RM3.30 
8/9/2023,61.6,0,0,0,SUNQUICK MIXED MANGO 800ML, RM6.40 
8/9/2023,66.528,19.872,21.888,19.296,ADABI KARI AYAM & DAGING 24G, RM1.08 
8/9/2023,5.168,0,1.768,0.952,ADABI NASI GORENG TOM YAM 17G, RM0.83 
8/9/2023,5.16,2.2,1.92,3.2,ADABI PERENCAH SUP SIAM 40G,RM1.70
8/9/2023,17622,0,440,88,SSYP JIU ZHI CHENG TIAO 2KG, RM26.70 
9/9/2023,173.55,1.95,1.95,17.55,BORO COOKIES C/NUT ORI 195G, RM2.80 
9/9/2023,100.1,0,15.54,6.3,CAP BULAN BINTANG MEE SANGGUL 140G, RM1.70 
9/9/2023,0,0,0,837.5,GHEE MINYAK SAPI TULIN 125G, RM9.50 
9/9/2023,72,0,9,36,MAMA SEDAP BAWANG GORENG 180G, RM2.50 
9/9/2023,579.6,0,928.8,1771.2,MAMA SEDAP K/TANAH HANCURAN 300G, RM4.40 
9/9/2023,375,6,28.5,90,ORI BIS BERKRIM STRAW 4808 630G, RM6.20 
9/9/2023,1127.28,0,102.48,388.08,ORI BISKUT BERKRIM SUSU 3221 560G, RM6.41 
9/9/2023,754.875,0,68.625,259.875,ORI BISKUT SARAPAN CHOCO 4211 375G, RM4.96 
9/9/2023,1180.96,0,107.36,406.56,ORI BISKUT SARAPAN SUSU 3641 440G, RM4.90 
9/9/2023,990,41.8,165,27.5,SAN REMO MACARONI 500G, RM4.20 
9/9/2023,4110,0,1867.5,101.25,SUKAS K/DHALL 250G, RM4.90 
9/9/2023,299,0,8.5,53,TCC GULA CASTER 1KG, RM5.20 
12/9/2023,271.58,0,15.17,0,BANGLE GUMMY 30PCS, RM9.00 
12/9/2023,22,0,0,0,FUNNY SPRAY 20PCS, RM6.00 
12/9/2023,93,0,0,0,GAS CANISTERS SPRAY 30PCS, RM9.00 
14/9/2023,63.945,0,0.343,0,ALIBABA FRUIT JELLY 245GM, RM0.75 
14/9/2023,2718,0,198,1395,ALIBABA GARY CHOC SANDWICH 500G, RM12.90 
14/9/2023,940.8,0,48,0,ALIBABA VIVI JELLY NATA G+S 24PCS, RM7.10 
14/9/2023,76.8,15.36,0,0,ALIBABA ZIZI JELLY NATA DE COCO 12PCS, RM3.70 
14/9/2023,290,0,10,30,HPG HAW FLAKES 10PCS, RM0.89 
14/9/2023,25056,0,864,2592,HPG HAW FLAKES 12PCS, RM3.40 
14/9/2023,50112,0,1728,5184,HPG HAW FLAKES 12PCS, RM3.40 
14/9/2023,696,0,24,72,HPG HAW FLAKES 12PCS, RM3.40 
14/9/2023,2784,0,96,288,HPG HAW FLAKES 12PCS, RM3.40 
14/9/2023,368.51,8.6,21.5,13.33,VFOODS MINI TIN MINI GOLDEN P'APPLE 430G, RM8.50 
15/9/2023,263.52,0,21.6,108,APOLLO CHECKER ORI CAKE A9010ML, RM6.20 
15/9/2023,102.56,6.88,23.04,19.2,DOUBLE DECKER GREEN PEAS CRACKER 80G (NEW), RM1.65 
15/9/2023,160,0,16,8,KOKO TIGER 40PCS, RM6.80 
19/9/2023,1360.8,0,45.36,0,BINGO KING LYCHEES 567G (OBH), RM3.75 
19/9/2023,17.6,0,0,0,DOLPHIN FRUITS JELLY STICK 360G, RM2.20 
19/9/2023,101.4,5.1,5.1,0,DOLPHIN MIXED FRUIT NATA JELLY 130GX3PCS, RM2.40 
19/9/2023,16.2,5.4,0,0,DOLPHIN NATA DE COCO MANGO 270ML, RM1.33 
21/9/2023,34734.7,0,2402.4,9509.5,M&M FUN SIZE PEANUT 13BAGS (175.5G), RM11.25 
21/9/2023,1443.05,112.7,242.55,634.55,M&M 'S CHOCOLATE CANDIES 175.5G, RM12.42 
22/9/2023,7720,0,710,290,JATI BERAS JELAPANG 10KG, RM30.99 
22/9/2023,274.144,12.48,33.696,97.76,JULIE'S SUGAR CRACKERS 416G, RM2.85 
